,Unnamed: 0,songs,lyrics,arousal stream,valence stream
30,30,TrueLove.txt,"For a second, I was in control
I had it once, I lost it though
And all along the fire below would rise

And I wish you could have let me know
What's really going on below
I've lost you now, you let me go
But one last time

Tell me you love me
If you don't then lie
Lie to me

Remember once upon a time
When I was yours and you were blind
The fire would sparkle in your eyes
And mine

So tell me you love me
And if you don't then lie
Lie to me

Just tell me you love me
If you don't then lie
Lie to me
If you don't then lie
Lie to me

And call it true
Call it true love
Call it true
Call it true love","[6.1, 5.82, 7.17, 5.774164588528678, 5.6038490566037735, 5.626947368421053, 4.507710270402097, 6.44, 5.96, 0.0, 4.64, 4.39, 6.722139955586849, 0.0, 5.65986301369863, 5.96, 0.0, 5.65986301369863, 5.96, 0.0, 5.96, 0.0, 6.499685039370078, 6.921797752808988, 7.08, 6.921797752808988]","[3.8, 2.82, 3.22, 6.786581196581196, 5.219914712153518, 5.04528, 5.173711804992705, 8.72, 2.79, 0.0, 5.31, 3.05, 4.874461957079782, 0.0, 7.928496732026144, 2.79, 0.0, 7.928496732026144, 2.79, 0.0, 2.79, 0.0, 5.651797235023042, 7.811603053435116, 5.32, 7.811603053435116]"
31,31,CharlieBrown.txt,"Wooh, ooh ooh ooh

Stole a key,
Took a car downtown where the lost boys meet,
Took a car downtown and took what they offered me
To set me free,
I saw the lights go down at the end of the scene,
Saw the lights go down and standing in front of me.

Wooh, ooh ooh ooh

In my scarecrow dreams,
When they smash my heart into smithereens,
Be a bright red rose come bursting the concrete.
Be a cartoon heart,
Light a fire, a fire, a spark
Light a fire, a flame in my heart.
We'll run wild,
We'll be glowing in the dark.

Wooh, ooh ooh ooh

We'll be glowing in the dark.

All the boys, all the girls,
All that matters in the world
All the boys, all the girls,
All the madness that occurs.
All the highs, all the lows,
As the room a-spinning goes
We'll run riot,
We'll be glowing in the dark.

Wooh, ooh ooh ooh

So we'll soar luminous and wired
We'll be glowing in the dark.","[0.0, 0.0, 6.106254265749419, 5.543205128205129, 5.58, 5.466194498542766, 5.64328192586045, 0.0, 0.0, 5.103089005235602, 5.5907273763591725, 0.0, 6.26, 5.49, 5.48, 7.1, 0.0, 7.1, 0.0, 5.32, 0.0, 3.6, 0.0, 5.388281938325992, 5.48, 7.1, 0.0, 0.0, 7.1]","[0.0, 0.0, 5.193676798025593, 6.199914860184712, 4.05, 6.027487161588465, 5.55231998080505, 0.0, 0.0, 6.688397790055248, 6.418211821182117, 0.0, 4.86, 7.17, 5.71, 6.22, 0.0, 6.22, 0.0, 6.5, 0.0, 6.76, 0.0, 5.4695049504950495, 5.71, 6.22, 0.0, 0.0, 6.22]"
32,32,DontLetItBreakYourHeart.txt,"And if I lost the map
If I lost it all
Or fell into the trap
Then she'd call

When you're tired of racing and you
Found you never left the start
Come on baby, don’t let it break your heart

Though heavily we bled
Still on we crawl
Try to catch a cannonball.
And a slowly burning tide (oh)
Through my veins is flowing.
From my shipwreck I heard her call
And she sang

When you're tired of aiming your arrows,
Still you never hit the mark
And even if your aims are shadows
Still we're never gonna part

Come on baby don't let it break your heart
Oh oh oh oh oh
Don’t let it break your heart
Oh oh oh oh oh
Don’t let it break your heart

Don’t let it break your heart’
","[5.82, 5.82, 3.22, 5.74, 3.34, 5.345503355704697, 5.621326781326781, 4.74, 0.0, 5.74, 3.614794520547946, 0.0, 5.495714285714286, 6.52, 3.34, 5.575870206489677, 5.12, 3.82, 5.597184816990511, 5, 5.621326781326781, 5, 5.621326781326781, 5.04]","[2.82, 2.82, 5.28, 6.07, 2.64, 4.034468085106383, 5.812484472049689, 5.12, 0.0, 5.83, 4.911210653753026, 0.0, 5.7153448275862075, 4.69, 2.64, 4.572376681614349, 4.3, 5.11, 6.777663147123121, 6, 5.812484472049689, 6, 5.812484472049689, 4.07]"
33,33,EveryTeardropIsAWaterfall.txt,"I turn the music up, I got my records on
I shut the world outside until the lights come on
Maybe the streets alight, maybe the trees are gone
I feel my heart stop beating to my favorite song

And all the kids they dance, all the kids all night
Until Monday morning feels another life
I turn the music up
I'm on a roll this time
And heaven is in sight

I turn the music up, I got my records on
From underneath the rubble sing a rebel song
Don't want to see another generation drop
I'd rather be a comma than a full stop

Maybe I'm in the black, maybe I'm on my knees
Maybe I'm in the gap between the two trapezes
But my heart is beating and my pulses start
Cathedrals in my heart

As we saw oh this light I swear you'll,
Emerge blinking into to tell me it's alright
As we soar walls, every siren is a symphony
And every tear's a waterfall
Is a waterfall
Ah
Is a waterfall
Ah ah ah
Is a is a waterfall
Every tear
Is a waterfall
Ah ah ah

So you can hurt, hurt me bad
But still I'll raise the flag

It was a wa wa wa wa wa-terfall
A wa wa wa wa wa-terfall

Every tear
Every tear
Every teardrop is a waterfall

Every tear
Every tear
Every teardrop is a waterfall

Every tear
Every tear
Every teardrop is a waterfall

Every tear
Every tear
Every teardrop is a waterfall

Every tear
Every tear
Every teardrop is a waterfall","[5.568063124844105, 5.869029239201595, 5.421492433868546, 5.266597770925265, 5.722016129032257, 6.005075339948547, 5.233783783783784, 5.376220472440946, 6.046363636363637, 5.568063124844105, 6.951755319148936, 5.372197935075807, 5.114375, 0.0, 0.0, 5.015820363772735, 6.34, 5.398243902439026, 5.42, 0.0, 5.37, 5.37, 0.0, 5.37, 0.0, 5.37, 0.0, 5.37, 0.0, 3.8315909090909086, 5.649375613041123, 0.0, 0.0, 0.0, 0.0, 5.37, 0.0, 0.0, 5.37, 0.0, 0.0, 5.37, 0.0, 0.0, 5.37, 0.0, 0.0, 5.37]","[6.386778487176712, 5.669940221793704, 4.210609107037256, 5.880338405717567, 6.093510140405615, 5.567936211405863, 6.839795918367348, 4.412222222222223, 6.402510373443984, 6.386778487176712, 5.9010858585858585, 5.356322778576523, 5.214242957746478, 0.0, 0.0, 5.839853584238196, 7.39, 5.6235321939284955, 5.26, 0.0, 7.88, 7.88, 0.0, 7.88, 0.0, 7.88, 0.0, 7.88, 0.0, 3.2515083798882682, 6.10554499229584, 0.0, 0.0, 0.0, 0.0, 7.88, 0.0, 0.0, 7.88, 0.0, 0.0, 7.88, 0.0, 0.0, 7.88, 0.0, 0.0, 7.88]"
34,34,HurtsLikeHeaven.txt,"Written in graffiti on a bridge in a park
'Do you ever get the feeling that you're missing the mark?'
It's so cold, it's so cold
It's so cold, it's so cold

Written up in marker on a factory sign
'I struggle with the feeling that my life isn't mine'
It's so cold, it's so cold
It's so cold, it's so cold

See the arrow that they shot, trying to tear us apart
Take the fire from my belly and the beat from my heart
Still I won't let go
Still I won't let go

You
Ooohooh

'Cause you do

Oh you use your heart as a weapon
And it hurts like heaven

On every street every car every surface a name
Tonight the streets are ours
And we’re writing and saying
Don't let them take control
No we won't let them take control

Yes, I feel a little bit nervous,
Yes, I feel nervous and I cannot relax,
How come they're out to get us?
How come they're out when they don't know the facts?

So on concrete canvas under cover of dark
On concrete canvas, I'll go making my mark
Armed with a spray can soul
I'll be armed with a spray can soul

You
Ooohooh

Oh, you
Ooohooh

Yes, you
You use your heart as a weapon
And it hurts like heaven

Woho-ooh
Woho-oooh

It's true
When you
Use your heart as a weapon
It hurts like heaven
","[7.08, 4.934419458467186, 5.19, 5.19, 5.66, 4.959996081016086, 5.19, 5.19, 5.78, 5.516178685995946, 5.54, 5.54, 0.0, 0.0, 0.0, 5.610078324112638, 4.81020851433536, 4.610604416403786, 5.64, 6.24, 5.555459459459459, 5.555459459459459, 5.220000000000001, 6.14365625, 5.868076923076924, 5.937154811715482, 4.940459770114943, 5.760625167216625, 5.409873417721519, 4.8740003227368085, 0.0, 0.0, 5, 0.0, 0.0, 5.610078324112638, 4.81020851433536, 5, 5, 7.08, 0.0, 6.171521739130435, 4.81020851433536]","[4.28, 4.818093715410158, 4.02, 4.02, 4.56, 6.202096573253333, 4.02, 4.02, 7.45, 5.2379369701165945, 7.38, 7.38, 0.0, 0.0, 0.0, 6.3132690124858115, 6.135709383189143, 5.90898595749969, 3.39, 4.95, 4.600335570469799, 4.600335570469799, 4.22439121756487, 3.4751670951156814, 5.295590551181103, 5.507441860465116, 4.986221765913757, 5.531884455385383, 4.946617647058824, 4.553621196184397, 0.0, 0.0, 6, 0.0, 0.0, 6.3132690124858115, 6.135709383189143, 6, 6, 5.32, 0.0, 5.873304347826085, 6.135709383189143]"
35,35,MajorMinus.txt,"They got one eye watching you
One eye, what you do?
So be careful who it is you’re talking to

They got one eye watching you
One eye, what you do?
So be careful what it is you’re tryin’ to do

And be careful when you’re walking into view
Just be careful when you’re walking into view

Ooh-ooh-oooh
Ooh-ooh-oooh-oooh

Got one eye on the road and one on you

Ooh-ooh-oooh
Ooh-ooh-oooh-oooh

Got one eye on the road and one on…

They got one eye watching you
And one eye, what you do?
So be careful 'cause nothing they say is true

Bu-but don’t believe a word
It’s just us against the world
And we just gotta turn to be heard

I hear the crocodiles ticking ’round the world
I hear those crocodiles ticking, they go ticking ’round the world

Ooh-ooh-oooh
Ooh-ooh-oooh-oooh

Got one eye on the road and one on you

Ooh-ooh-oooh
Ooh-ooh-oooh-oooh

Got one eye on the road and hey!

I can hear them climbing the stairs
I got my left side, fight you on my left
Hiding under the chairs

Ooh-ooh-oooh
Ooh-ooh-oooh-oooh

Got one eye on the road and one on you

Ooh-ooh-oooh
Ooh-ooh-oooh-oooh

Got one eye on the road and one on you","[5.758342261743924, 0.0, 0.0, 5.758342261743924, 0.0, 0.0, 5.72, 5.72, 0.0, 0.0, 5.664404494382023, 0.0, 0.0, 5.664404494382023, 5.758342261743924, 5.4, 7.08, 6.038467153284671, 5.32, 5.297560975609756, 5.666183844011142, 5.615242814109963, 0.0, 0.0, 5.664404494382023, 0.0, 0.0, 5.789602649006623, 5.84, 5.352781954887217, 0.0, 0.0, 0.0, 5.664404494382023, 0.0, 0.0, 5.664404494382023]","[5.425147176655376, 0.0, 0.0, 5.425147176655376, 0.0, 0.0, 4.41, 4.41, 0.0, 0.0, 5.812067039106145, 0.0, 0.0, 5.812067039106145, 5.425147176655376, 5.5, 5.32, 5.227505241090146, 6.5, 4.747368421052631, 5.969811764705883, 6.471537113353228, 0.0, 0.0, 5.812067039106145, 0.0, 0.0, 5.955071283095723, 5.39, 4.549303212291554, 0.0, 0.0, 0.0, 5.812067039106145, 0.0, 0.0, 5.812067039106145]"
36,36,Paradise.txt,"When she was just a girl
She expected the world
But it flew away from her reach so
She ran away in her sleep
And dreamed of
Para-para-paradise, Para-para-paradise, Para-para-paradise
Every time she closed her eyes

When she was just a girl
She expected the world
But it flew away from her reach
And the bullets catch in her teeth
Life goes on, it gets so heavy
The wheel breaks the butterfly
Every tear a waterfall
In the night the stormy night she'll close her eyes
In the night the stormy night away she'd fly

And dreams of
Para-para-paradise
Para-para-paradise
Para-para-paradise
Oh oh oh oh oh oh-oh-oh
She'd dream of
Para-para-paradise
Para-para-paradise
Para-para-paradise
Oh oh oh oh oh oh-oh-oh-oh

Lalalalalalalalalalala
And so lying underneath those stormy skies
She'd say, ""oh, ohohohoh I know the sun must set to rise""

This could be
Para-para-paradise
Para-para-paradise
Para-para-paradise
Oh oh oh oh oh oh-oh-oh

This could be
Para-para-paradise
Para-para-paradise
Para-para-paradise
Oh oh oh oh oh oh-oh-oh

This could be
Para-para-paradise
Para-para-paradise
Para-para-paradise
Oh oh oh oh oh oh-oh-oh
","[4.29, 5.32, 5.74, 4.543203883495146, 6.87, 0.0, 5.782857142857143, 4.29, 5.32, 5.74, 4.632694610778444, 5.103322704603058, 4.00803317535545, 5.37, 6.227428571428572, 6.22, 7.44, 0.0, 0.0, 0.0, 5, 4.53, 0.0, 0.0, 0.0, 5, 0.0, 5.132786885245902, 5.668709187369995, 0.0, 0.0, 0.0, 0.0, 5, 0.0, 0.0, 0.0, 0.0, 5, 0.0, 0.0, 0.0, 0.0, 5]","[6.87, 6.5, 5.61, 6.615232815964522, 4.53, 0.0, 5.797259953161593, 6.87, 6.5, 5.61, 5.5680038387715935, 6.210087839471351, 5.882802768166091, 7.88, 4.958479880774963, 4.28, 4.53, 0.0, 0.0, 0.0, 6, 6.73, 0.0, 0.0, 0.0, 6, 0.0, 5.034020833333333, 5.963877157037508, 0.0, 0.0, 0.0, 0.0, 6, 0.0, 0.0, 0.0, 0.0, 6, 0.0, 0.0, 0.0, 0.0, 6]"
37,37,PrincessOfChina.txt,"Ohhhhh...

[Chris Martin:]
Once upon a time somebody ran
Somebody ran away saying fast as I can
I've got to go, I've got to go!!!

Once upon a time we fell apart
You're holding in your hands the two halves of my heart
Ohhhhh, ohhhhh!

Ohhhhh...

[Rihanna:]
Once upon a time, we burned bright
Now all we ever seem to do is fight
On and on...
And on and on and on...

Once upon a time on the same side.
Once upon a time on the same side, in the same game
And why'd you have to go, have to go and throw water on my flame

[Chorus:]
I could've been a princess, you'd be a king
Could've had a castle, and worn a ring
But no, you let me go

I could've been a princess, you'd be a king
Could've had a castle, and worn a ring
But no, you let me go

And stole my star
La, la, la, la, la, la, la, la [x3]
You stole my star
La, la la la la laaaaaa

Oooooooh-oh oh oooooooh oh oh oh ohhhhhhhhh
Oooooooh-oh oh oooooooh oh oh oh ohhhhhhhhh

[Outro:]
Cause you really hurt me
No you really hurt me
Cause you really hurt me
No you really hurt me
Cause you really hurt me
Ooooooooh you really hurt me, ooooooooh
Cause you really hurt me
Ooooooooh you really hurt me...
","[0.0, 0.0, 5.246722296319096, 6.010185873605948, 5.6, 3.7146445497630336, 5.91539027119186, 0.0, 0.0, 0.0, 3.8466666666666667, 7.15, 0.0, 0.0, 4.64, 5.31138671875, 5.294797437428257, 0.0, 5.51, 4.23, 5.54, 5.51, 4.23, 5.54, 5.83, 0.0, 5.83, 0.0, 0.0, 0.0, 0.0, 5.8437437185929655, 5.8437437185929655, 5.8437437185929655, 5.8437437185929655, 5.8437437185929655, 5.8437437185929655, 5.8437437185929655, 5.8437437185929655]","[0.0, 0.0, 5.064641793822107, 5.417945736434109, 5.92, 5.296622516556292, 6.113733203029563, 0.0, 0.0, 0.0, 6.926589595375722, 3.76, 0.0, 0.0, 5.31, 6.15546365914787, 6.783513647779808, 0.0, 7.26, 2.64, 7.38, 7.26, 2.64, 7.38, 7.27, 0.0, 7.27, 0.0, 0.0, 0.0, 0.0, 2.8010465116279066, 2.8010465116279066, 2.8010465116279066, 2.8010465116279066, 2.8010465116279066, 2.8010465116279066, 2.8010465116279066, 2.8010465116279066]"
38,38,UFO.txt,"Lord I don't know which way I am going
Which way the river gonna flow
It's just seems that upstream, I keep rowing
Still got such a long way to go
Still got such a long way to go

Then that light, it's your eye
I know, I swear,
We'll find somewhere the streets are paved with gold
Bullets fly, split the sky
But that's all right, sometimes, sunlight comes streaming through the holes

Oooohhh ooooohh...

","[5.578570718844346, 5.139296373925802, 5.86, 5.463915490898458, 5.463915490898458, 6.14, 0.0, 5.790662460567822, 4.264087193460489, 5.709150326797386, 0.0]","[5.562352395865957, 5.466690661110058, 5.53, 5.917527152236607, 5.917527152236607, 6.34, 0.0, 5.558022626660109, 6.004615384615385, 6.6408695652173915, 0.0]"
39,39,UpInFlames.txt,"So it's over
This time, I know, it's gone
Salt water
You tasted it too long
I only know one role
Now I know it's gone

Up in flames
Up in flames
Up in flames

We have slowly gone

So it's over
This time, you're flyin' home
This time, I know no song
Can't stop it slowly go
Can't stop it slowly go

Up in flames
Up in flames
Up in flames

We have slowly gone

Up in flames
Up in flames
Up in flames

We have slowly gone
Oh, we have slowly gone

Could we pour some water on?","[0.0, 3.42, 4.97, 6.38, 5.730995208029121, 4.909840255591054, 4.6, 4.6, 4.6, 3.914006309148265, 0.0, 4.21, 6.089055118110236, 4.634198426168801, 4.634198426168801, 4.6, 4.6, 4.6, 3.914006309148265, 4.6, 4.6, 4.6, 3.914006309148265, 3.914006309148265, 4.97]","[0.0, 6.21, 6.61, 5.22, 5.349500654572657, 6.292215799614643, 7.17, 7.17, 7.17, 4.71355179704017, 0.0, 7.91, 6.7949677419354835, 5.388300101385603, 5.388300101385603, 7.17, 7.17, 7.17, 4.71355179704017, 7.17, 7.17, 7.17, 4.71355179704017, 4.71355179704017, 6.61]"
40,40,UpWithTheBirds.txt,"The birds they sang, at break of day.
""Start again"", I hear them say.
It's so hard to just walk away.
The birds they sang, all a choir,
""Start again a little higher"".
It's a spark in a sea of gray.

The sky is blue,
Dreamed that lie 'til it's true,
Then takin' back the punch I threw,
My arms turn wings,
Oh, those clumsy things
Send me up to that wonderful world
And then I'm up with the birds.

Might have to go where they don't know my name
Float all over the world just to see her again
And I won't show or fear any pain,
Even though all my armor might rust in the rain

A simple plot but I know one day
Good things are coming our way
A simple plot but I know one day
Good things are coming our way,
Oh, yeah...
","[6.1152, 5.84, 5.12, 6.96, 0.0, 6.643945578231293, 4.27, 5.96, 5.18, 5.300446428571429, 5.18, 6.715119617224879, 0.0, 5.479449681401083, 5.832637681159421, 6.53311475409836, 4.400306558635785, 5.763137698481989, 5.565190839694657, 5.763137698481989, 5.84, 5]","[3.6819897959183674, 5.39, 5.22, 3.17, 0.0, 4.903065420560748, 7.37, 2.79, 4.12, 3.8330379746835446, 4.0, 5.785211267605634, 0.0, 6.492129246064623, 6.3075829383886255, 3.8693569844789355, 4.780521885318271, 5.627888758154482, 6.510835913312693, 5.627888758154482, 8.1, 6]"
41,41,UsAgainstTheWorld.txt,"Oh morning come bursting the clouds, amen
Lift off this blindfold, let me see again
And bring back the water, let your ships roll in
In my heart she left a hole

The tightrope that I'm walking just sways and ties
The devil, as he's talking, with those angel's eyes
And I just want to be there when the lightning strikes
And the saints go marching in

And sing slow it down
Through chaos as it swirls
It's us against the world

Like a river to a raindrop
I lost a friend
My drunken hazard Daniel in a lion's den
And tonight I know it all has to begin again
So whatever you do
Don't let go

And if we could float away
Fly up to the surface and just start again
And lift off before trouble just erodes us in the rain
Just erodes us in the rain
Just erodes us and see roses in the rain

And sing slow it down
Slow it down

Through chaos as it swirls
It's us against the world
Through chaos as it swirls
It's us against the world
","[6.070847457627119, 6.06, 5.627128168471985, 5.303414634146341, 5.24, 6.24, 5.347614142454631, 6.142206896551723, 5.915561797752809, 6.67, 5.32, 4.51, 5.77961464354528, 0.0, 6.1, 0.0, 5.54, 0.0, 6.1, 5.578216112463408, 3.65, 5.310850439882699, 5.915561797752809, 0.0, 6.67, 5.32, 6.67, 5.32]","[4.861446654611211, 6.1, 3.9826731735051646, 6.19360902255639, 5.97, 6.34, 5.2011967074715075, 5.927434554973821, 4.268718662952647, 4.17, 6.5, 6.85, 5.752768729641693, 0.0, 6.38, 0.0, 7.38, 0.0, 3.82, 4.424873341438639, 5.08, 5.624723404255319, 4.268718662952647, 0.0, 4.17, 6.5, 4.17, 6.5]"
42,42,Don'tPanic_Singles.txt,"Bones, sinking like stones,
All that we fought for,
Homes, places we've grown,
All of us are done for.
And we live in a beautiful world,
Yeah we do, yeah we do,
We live in a beautiful world,

Bones, sinking like stones,
All that we fought for,
And homes, places we've grown,
All of us are done for.
And we live in a beautiful world,
Yeah we do, yeah we do,
We live in a beautiful world.

Here we go,
Here we go.

And we live in a beautiful world,
Yeah we do, yeah we do,
We live in a beautiful world.

Oh, all that I know,
There's nothing here to run from,
Cos yeah, everybody here's got somebody to lean on","[7.22, 3.1, 6.14, 6.54, 5.884198473282442, 0.0, 5.884198473282442, 7.22, 3.1, 6.14, 6.54, 5.884198473282442, 0.0, 5.884198473282442, 0.0, 0.0, 5.884198473282442, 0.0, 5.884198473282442, 5, 5.48, 5.430888030888031]","[5.16, 7.15, 2.95, 5.71, 7.418282548476454, 0.0, 7.418282548476454, 5.16, 7.15, 2.95, 5.71, 7.418282548476454, 0.0, 7.418282548476454, 0.0, 0.0, 7.418282548476454, 0.0, 7.418282548476454, 6, 5.71, 5.029306930693069]"
43,43,EverythingsNotLost.txt,"When I'm counting up my demons.
Saw there was one for every day.
With the good ones on my shoulder,
I drove the other ones away. 

If you ever feel neglected,
If you think all is lost,
I'll be counting up my demons, yeah,
Hoping everything's not lost.
When you thought that it was over,
You could feel it all around,
Everybody's out to get you,
Don't you let it drag you down.
Cos if you ever feel neglected,
If you think that all is lost,
I'll be counting up my demons, yeah.
Hoping everything's not lost

If you ever feel neglected,
If you think all is lost,
I'll be counting up my demons, yeah,
Hoping everything's not lost.

Singing out,
Oh oh oh yeah,
Oh oh yeah,
Oh oh yeah,
Everything's not lost.
Come on yeah,
Oh oh yeah,
Come on yeah,
Everything's not lost,
Oh oh oh yeah,
Oh oh yeah,
Oh oh yeah,
And everything's not lost,
Come on yeah,
Oh oh yeah,
Come on yeah,
Come on yeah,
Oh oh yeah,
Come on yeah,
Everything's not lost
Sing out yeah,
Oh oh yeah,
Come on yeah,
Everything's not lost,
Come on yeah,
Oh oh yeah,
Sing out yeah,
Everything's not lost","[0.0, 5.4, 5.22032697547684, 5.16, 5.9, 6.2, 0.0, 0.0, 4.83, 5.9, 5.92, 0.0, 5.9, 6.2, 0.0, 5.82, 5.9, 6.2, 0.0, 0.0, 0.0, 5, 5, 5, 0.0, 0.0, 5, 0.0, 0.0, 5, 5, 5, 0.0, 0.0, 5, 0.0, 0.0, 5, 0.0, 5.82, 0.0, 5, 0.0, 0.0, 0.0, 5, 0.0, 5.82]","[0.0, 5.5, 6.774987834549878, 5.5, 3.78, 5.98, 0.0, 0.0, 6.39, 3.78, 5.92, 0.0, 3.78, 5.98, 0.0, 2.82, 3.78, 5.98, 0.0, 0.0, 0.0, 6, 6, 6, 0.0, 0.0, 6, 0.0, 0.0, 6, 6, 6, 0.0, 0.0, 6, 0.0, 0.0, 6, 0.0, 2.82, 0.0, 6, 0.0, 0.0, 0.0, 6, 0.0, 2.82]"
44,44,HighSpeed.txt,"Can anybody fly this thing?
Before my head explodes,
Or my head starts to ring.

We've been living life inside a bubble,
We've been living life inside a bubble.

Confidence in you,
Is confidence in me,
Is confidence in high speed.

Can anybody stop this thing?
Before my head explodes,
Or my head starts to ring.

We've been living life inside a bubble,
We've been living life inside a bubble.

Confidence in you,
Is confidence in me,
Is confidence in high speed.

High speed,
High speed.

High speed you on,
High speed you on,
High speed you on,
High speed.","[0.0, 5.96, 5.960000000000001, 6.4703124999999995, 6.4703124999999995, 0.0, 7.22, 6.921847389558233, 3.9, 5.96, 5.960000000000001, 6.4703124999999995, 6.4703124999999995, 0.0, 7.22, 6.921847389558233, 0.0, 0.0, 6.24, 6.24, 6.24, 0.0]","[0.0, 5.0, 4.357235772357724, 6.585648535564854, 6.585648535564854, 0.0, 6.22, 5.554078947368421, 5.0, 5.0, 4.357235772357724, 6.585648535564854, 6.585648535564854, 0.0, 6.22, 5.554078947368421, 0.0, 0.0, 5.39, 5.39, 5.39, 0.0]"
45,45,Parachutes.txt,"In a haze of stormy haze,
I'll be round, I'll be loving you always, always.
Here I am and I take my time,
Here I am and I'll wait in line always, always.","[0.0, 7.96, 5.18, 4.362572614107885]","[0.0, 6.38, 5.39, 5.30847250509165]"
46,46,Shiver_Singles.txt,"So I look in your direction,
But you pay me no attention, do you?
I know you don't listen to me.
'cause you say you see straight through me, don't you?

And on and on from the moment I wake,
To the moment I sleep,
I'll be there by your side,
Just you try and stop me,
I'll be waiting in line,
Just to see if you care.

Did you want me to change?
Well I changed for good
And I want you to know.
That you'll always get your way
I wanted to say,

Don't you Shiver?
Shiver
Sing it loud and clear

I'll always be waiting for you,
So you know how much I need you,
But you never even see me, do you?
And is this my final chance of getting you?

And on and on from the moment I wake,
To the moment I sleep,
I'll be there by your side,
Just you try and stop me,
I'll be waiting in line,
Just to see if you care.

Oh, oh, oh, oh.

Did you want me to change?
Well I changed for good
And I want you to know.
That you'll always get your way
I wanted to say,

Don't you Shiver?
Don't you Shiver?

Sing it loud and clear.
I'll always be waiting for you.

Yeah I'll always be waiting for you.
Yeah I'll always be waiting for you.
Yeah I'll always be waiting for you.
For you,
I will always be waiting.

And it's you I see, but you don't see me.
And it's you I hear, so loud and so clear
I sing it loud and clear.
And I'll always be waiting for you.

So I look in your direction,
But you pay me no attention,
And you know how much I need you,
But you never even see me.","[5.54, 5.3, 6.021134751773049, 6.06, 3.83, 3.83, 0.0, 5.145964912280702, 0.0, 6.06, 5.7, 5.43, 5.7, 5.626240000000001, 5.08, 0.0, 0.0, 0.0, 0.0, 6.1, 6.06, 5.585305039787798, 3.83, 3.83, 0.0, 5.145964912280702, 0.0, 6.06, 5, 5.7, 5.43, 5.7, 5.626240000000001, 5.08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.06, 0.0, 7.44, 0.0, 5.54, 5.3, 6.1, 6.06]","[5.56, 5.23, 5.6899999999999995, 4.4810632911392405, 5.76, 5.76, 0.0, 6.3308061420345485, 0.0, 6.1, 5.16, 7.47, 5.16, 5.112694063926941, 7.35, 0.0, 0.0, 0.0, 0.0, 6.38, 6.1, 5.979496567505722, 5.76, 5.76, 0.0, 6.3308061420345485, 0.0, 6.1, 6, 5.16, 7.47, 5.16, 5.112694063926941, 7.35, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.1, 0.0, 4.69, 0.0, 5.56, 5.23, 6.38, 6.1]"
47,47,Sparks.txt,"Did I drive you away?
I know what you'll say,
You say, ""Oh, sing one we know"",
But I promise you this,
I'll always look out for you,
That's what I'll do.

I say ""oh,""
I say ""oh.""

My heart is yours,
It's you that I hold on to,
That's what I do,
And I know I was wrong,
But I won't let you down,
(Oh yeah, yeah, yes I will)

I say ""oh"",
I cry ""oh"".

And I saw sparks,
Yeah I saw sparks,
And I saw sparks,
Yeah I saw sparks,
Sing it out.

La, la, la, la, oh
La, la, la, la, oh
La, la, la, la, oh","[0.0, 6.1, 6.50703071672355, 7.18, 5.54, 0.0, 0.0, 0.0, 6.34, 5.7, 0.0, 6.1, 0.0, 5, 0.0, 1.84, 5.44, 5.44, 5.44, 5.44, 0.0, 0.0, 0.0, 0.0]","[0.0, 6.38, 5.0366451612903225, 5.78, 5.56, 0.0, 0.0, 0.0, 7.39, 6.1, 0.0, 6.38, 0.0, 6, 0.0, 7.04, 6.1, 6.1, 6.1, 6.1, 0.0, 0.0, 0.0, 0.0]"
